epoch,accuracy,learning_rate,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.631067156791687,9.999999747378752e-05,1.208054542541504,0.7515679597854614,0.5378158092498779,0.8419976830482483,0.5080648064613342,0.900602400302887,0.7859228849411011
1,0.8101466298103333,9.999999747378752e-05,0.5822474360466003,0.8584235906600952,0.7657447457313538,0.8773364424705505,0.38601353764533997,0.9136035442352295,0.8492990732192993
2,0.8508830666542053,9.999999747378752e-05,0.46036070585250854,0.8877929449081421,0.8173108696937561,0.8940416574478149,0.32577672600746155,0.9197645783424377,0.871441125869751
3,0.8729590177536011,9.999999747378752e-05,0.38857007026672363,0.9018563032150269,0.8458846807479858,0.9031406044960022,0.2949022650718689,0.9241167306900024,0.8828881978988647
4,0.8856214880943298,9.999999747378752e-05,0.3427797853946686,0.9131203889846802,0.8597967624664307,0.9081303477287292,0.28015395998954773,0.92876797914505,0.8916935920715332
5,0.8971176147460938,9.999999747378752e-05,0.3046042025089264,0.9204346537590027,0.875041663646698,0.9140005707740784,0.2639232277870178,0.9310449361801147,0.8996184468269348
6,0.9027823805809021,9.999999747378752e-05,0.285724014043808,0.9229763746261597,0.8824558258056641,0.9181097745895386,0.24756576120853424,0.9356600642204285,0.9049016833305359
7,0.9147784113883972,9.999999747378752e-05,0.24938523769378662,0.9314938187599182,0.8971176147460938,0.921631932258606,0.2392965406179428,0.9371980428695679,0.9110654592514038
8,0.921026349067688,9.999999747378752e-05,0.2323964387178421,0.9366355538368225,0.9026157855987549,0.921631932258606,0.22917160391807556,0.936991274356842,0.9122394919395447
